time	V(n001)	V(n002)
9.224339876633429e-002	-2.157139e+000	-7.158723e-001
9.243871126633428e-002	-2.869620e+000	-7.343134e-001
9.273168001633426e-002	-3.908000e+000	-7.494060e-001
9.302464876633425e-002	-4.898757e+000	-7.590783e-001
9.331761751633423e-002	-5.829818e+000	-7.661226e-001
9.361058626633421e-002	-6.689836e+000	-7.715541e-001
9.390355501633420e-002	-7.468331e+000	-7.758531e-001
9.419652376633418e-002	-8.155816e+000	-7.792813e-001
9.448949251633416e-002	-8.743915e+000	-7.819936e-001
9.478246126633415e-002	-9.225459e+000	-7.840869e-001
9.507543001633413e-002	-9.594582e+000	-7.856232e-001
9.536839876633411e-002	-9.846785e+000	-7.866418e-001
9.566136751633410e-002	-9.978993e+000	-7.871663e-001
9.595433626633408e-002	-9.989597e+000	-7.872081e-001
9.624730501633406e-002	-9.878468e+000	-7.867683e-001
9.654027376633405e-002	-9.646958e+000	-7.858371e-001
9.683324251633403e-002	-9.297891e+000	-7.843933e-001
9.712621126633401e-002	-8.835519e+000	-7.824007e-001
9.732152376633400e-002	-8.467052e+000	-7.807403e-001
9.761449251633399e-002	-7.829010e+000	-7.776904e-001
9.790746126633397e-002	-7.095564e+000	-7.738578e-001
9.820043001633395e-002	-6.275651e+000	-7.690436e-001
9.849339876633394e-002	-5.379263e+000	-7.628992e-001
9.878636751633392e-002	-4.417323e+000	-7.547439e-001
9.907933626633390e-002	-3.401553e+000	-7.429733e-001
9.927464876633389e-002	-2.700558e+000	-7.308701e-001
9.937230501633389e-002	-2.344332e+000	-7.219761e-001
9.946996126633388e-002	-1.984928e+000	-7.083906e-001
9.956761751633388e-002	-1.622835e+000	-6.778962e-001
9.966527376633387e-002	-1.258542e+000	-5.957355e-001
9.976293001633386e-002	-8.925434e-001	-4.466966e-001
9.981860369953416e-002	-6.833150e-001	-3.433989e-001
9.998524131213002e-002	-5.563866e-002	-2.811951e-002
1.000000000000000e-001	-1.469576e-014	-2.644651e-004
