time	V(n001)	V(n002)
2.956136561974587e-003	8.976629e+000	4.994132e+000
3.151449061974588e-003	9.276493e+000	4.996546e+000
3.346761561974588e-003	9.526087e+000	4.998429e+000
3.542074061974588e-003	9.724057e+000	4.999852e+000
3.737386561974588e-003	9.869333e+000	5.000859e+000
3.932699061974588e-003	9.961125e+000	5.001480e+000
4.128011561974588e-003	9.998939e+000	5.001733e+000
4.323324061974587e-003	9.982566e+000	5.001624e+000
4.518636561974586e-003	9.912097e+000	5.001150e+000
4.713949061974585e-003	9.787913e+000	5.000299e+000
4.909261561974585e-003	9.610688e+000	4.999045e+000
5.104574061974584e-003	9.381382e+000	4.997351e+000
5.299886561974583e-003	9.101237e+000	4.995158e+000
5.495199061974583e-003	8.771771e+000	4.992374e+000
5.690511561974582e-003	8.394772e+000	4.988863e+000
5.885824061974581e-003	7.972280e+000	4.984395e+000
6.081136561974581e-003	7.506585e+000	4.978570e+000
6.178792811974580e-003	7.258317e+000	4.974926e+000
6.276449061974580e-003	7.000211e+000	4.970584e+000
6.374105311974580e-003	6.732619e+000	4.965257e+000
6.471761561974579e-003	6.455903e+000	4.958424e+000
6.667074061974579e-003	5.876610e+000	4.932889e+000
6.764730311974578e-003	5.574818e+000	4.876387e+000
6.862386561974578e-003	5.265471e+000	4.720180e+000
6.960042811974578e-003	4.948987e+000	4.465712e+000
7.057699061974577e-003	4.625798e+000	4.174181e+000
7.350667811974576e-003	3.620407e+000	3.267038e+000
7.643636561974575e-003	2.570898e+000	2.320094e+000
7.838949061974574e-003	1.853013e+000	1.672372e+000
7.936605311974574e-003	1.490060e+000	1.344896e+000
8.034261561974574e-003	1.125087e+000	1.015602e+000
8.131917811974573e-003	7.585891e-001	6.849393e-001
8.229574061974573e-003	3.910635e-001	3.533603e-001
8.327230311974573e-003	2.300783e-002	2.132663e-002
8.424886561974572e-003	-3.450790e-001	-3.060738e-001
8.522542811974572e-003	-7.126982e-001	-5.909499e-001
8.568238397388876e-003	-8.844142e-001	-6.649762e-001
8.623815354607545e-003	-1.092904e+000	-6.929605e-001
8.691700217764607e-003	-1.346905e+000	-7.090255e-001
8.764779299045327e-003	-1.619351e+000	-7.197289e-001
8.960091799045326e-003	-2.340899e+000	-7.366561e-001
9.253060549045325e-003	-3.398233e+000	-7.511060e-001
9.546029299045324e-003	-4.414155e+000	-7.606142e-001
9.838998049045323e-003	-5.376287e+000	-7.676194e-001
1.013196679904532e-002	-6.272902e+000	-7.730764e-001
1.042493554904532e-002	-7.093076e+000	-7.774414e-001
1.071790429904532e-002	-7.826813e+000	-7.809647e-001
1.101087304904532e-002	-8.465172e+000	-7.837957e-001
1.130384179904532e-002	-9.000374e+000	-7.860283e-001
1.159681054904532e-002	-9.425897e+000	-7.877234e-001
1.188977929904532e-002	-9.736555e+000	-7.889205e-001
1.218274804904532e-002	-9.928563e+000	-7.896445e-001
1.247571679904531e-002	-9.999581e+000	-7.899094e-001
1.276868554904531e-002	-9.948744e+000	-7.897201e-001
1.306165429904531e-002	-9.776670e+000	-7.890730e-001
1.335462304904531e-002	-9.485457e+000	-7.879558e-001
1.364759179904531e-002	-9.078654e+000	-7.863457e-001
1.394056054904531e-002	-8.561218e+000	-7.842058e-001
1.423352929904531e-002	-7.939455e+000	-7.814796e-001
1.452649804904531e-002	-7.220941e+000	-7.780797e-001
1.481946679904531e-002	-6.414432e+000	-7.738683e-001
1.511243554904530e-002	-5.529756e+000	-7.686166e-001
1.540540429904530e-002	-4.577694e+000	-7.619145e-001
1.569837304904530e-002	-3.569849e+000	-7.529261e-001
1.599134179904531e-002	-2.518501e+000	-7.395109e-001
1.618665429904531e-002	-1.799744e+000	-7.245955e-001
1.628431054904531e-002	-1.436462e+000	-7.118559e-001
1.638196679904531e-002	-1.071234e+000	-6.805903e-001
1.647962304904532e-002	-7.045536e-001	-5.792795e-001
1.653441939227256e-002	-4.983540e-001	-4.474132e-001
1.656864816463544e-002	-3.694369e-001	-3.341273e-001
1.661084091039455e-002	-2.104426e-001	-1.905586e-001
1.667362102040413e-002	2.621727e-002	2.310023e-002
1.673346496801036e-002	2.517971e-001	2.267125e-001
1.681731855928401e-002	5.676390e-001	5.117313e-001
1.691497480928401e-002	9.347331e-001	8.429816e-001
1.701263105928402e-002	1.300560e+000	1.173100e+000
1.720794355928402e-002	2.026434e+000	1.828108e+000
1.750091230928402e-002	3.093441e+000	2.790927e+000
1.779388105928403e-002	4.122751e+000	3.719722e+000
1.798919355928403e-002	4.781797e+000	4.314408e+000
1.808684980928403e-002	5.101820e+000	4.597404e+000
1.818450605928403e-002	5.414930e+000	4.856930e+000
1.819671309053403e-002	5.453561e+000	4.878193e+000
1.822112715303403e-002	5.530477e+000	4.897053e+000
1.826995527803403e-002	5.682895e+000	4.918077e+000
1.836761152803403e-002	5.981905e+000	4.940320e+000
1.856292402803404e-002	6.555209e+000	4.961136e+000
1.866058027803404e-002	6.828727e+000	4.967349e+000
1.875823652803404e-002	7.092990e+000	4.972247e+000
1.885589277803404e-002	7.347641e+000	4.976296e+000
1.905120527803404e-002	7.826737e+000	4.982692e+000
1.924651777803405e-002	8.263420e+000	4.987540e+000
1.944183027803405e-002	8.655322e+000	4.991330e+000
1.963714277803405e-002	9.000320e+000	4.994329e+000
1.983245527803405e-002	9.296546e+000	4.996701e+000
2.002776777803406e-002	9.542392e+000	4.998549e+000
2.022308027803406e-002	9.736527e+000	4.999939e+000
2.041839277803406e-002	9.877899e+000	5.000917e+000
2.061370527803406e-002	9.965742e+000	5.001512e+000
2.080901777803407e-002	9.999579e+000	5.001738e+000
2.100433027803407e-002	9.979229e+000	5.001602e+000
2.119964277803407e-002	9.904799e+000	5.001101e+000
2.139495527803408e-002	9.776695e+000	5.000220e+000
2.159026777803408e-002	9.595611e+000	4.998936e+000
2.178558027803408e-002	9.362526e+000	4.997208e+000
2.198089277803408e-002	9.078706e+000	4.994975e+000
2.217620527803409e-002	8.745687e+000	4.992144e+000
2.237151777803409e-002	8.365273e+000	4.988571e+000
2.256683027803409e-002	7.939529e+000	4.984020e+000
2.276214277803410e-002	7.470759e+000	4.978071e+000
2.285979902803410e-002	7.221025e+000	4.974338e+000
2.295745527803410e-002	6.961505e+000	4.969872e+000
2.305511152803410e-002	6.692550e+000	4.964365e+000
2.315276777803410e-002	6.414525e+000	4.957240e+000
2.334808027803410e-002	5.832785e+000	4.929240e+000
2.344573652803410e-002	5.529858e+000	4.861545e+000
2.354339277803411e-002	5.219436e+000	4.686983e+000
2.364104902803411e-002	4.901941e+000	4.423323e+000
2.373870527803411e-002	4.577803e+000	4.130876e+000
2.403167402803411e-002	3.569963e+000	3.221523e+000
2.432464277803412e-002	2.518619e+000	2.272924e+000
2.451995527803412e-002	1.799864e+000	1.624418e+000
2.461761152803412e-002	1.436583e+000	1.296647e+000
2.471526777803412e-002	1.071355e+000	9.671237e-001
2.481292402803412e-002	7.046753e-001	6.362977e-001
2.491058027803413e-002	3.370406e-001	3.046227e-001
2.500823652803413e-002	-3.105093e-002	-2.743748e-002
2.510589277803413e-002	-3.991003e-001	-3.483239e-001
2.520354902803413e-002	-7.666089e-001	-6.114139e-001
2.525128143349156e-002	-9.458925e-001	-6.766028e-001
2.530652262639483e-002	-1.152993e+000	-6.977863e-001
2.537040804862467e-002	-1.391872e+000	-7.108909e-001
2.546342078290143e-002	-1.738181e+000	-7.232524e-001
2.565873328290143e-002	-2.457919e+000	-7.386601e-001
2.595170203290144e-002	-3.511352e+000	-7.523182e-001
2.624467078290144e-002	-4.521995e+000	-7.614763e-001
2.653763953290144e-002	-5.477533e+000	-7.682794e-001
2.683060828290145e-002	-6.366321e+000	-7.736002e-001
2.712357703290145e-002	-7.177529e+000	-7.778635e-001
2.741654578290146e-002	-7.901271e+000	-7.813053e-001
2.770951453290146e-002	-8.528728e+000	-7.840671e-001
2.800248328290146e-002	-9.052253e+000	-7.862386e-001
2.829545203290147e-002	-9.465466e+000	-7.878777e-001
2.858842078290147e-002	-9.763333e+000	-7.890222e-001
2.888138953290148e-002	-9.942224e+000	-7.896956e-001
2.917435828290148e-002	-9.999958e+000	-7.899109e-001
2.946732703290149e-002	-9.935832e+000	-7.896718e-001
2.976029578290149e-002	-9.750628e+000	-7.889742e-001
3.005326453290149e-002	-9.446601e+000	-7.878045e-001
3.034623328290150e-002	-9.027457e+000	-7.861387e-001
3.063920203290150e-002	-8.498304e+000	-7.839381e-001
3.093217078290151e-002	-7.865592e+000	-7.811432e-001
3.122513953290151e-002	-7.137028e+000	-7.776627e-001
3.151810828290151e-002	-6.321491e+000	-7.733511e-001
3.181107703290152e-002	-5.428921e+000	-7.679657e-001
3.210404578290152e-002	-4.470194e+000	-7.610665e-001
3.239701453290152e-002	-3.456992e+000	-7.517400e-001
3.268998328290153e-002	-2.401664e+000	-7.375605e-001
3.288529578290153e-002	-1.681042e+000	-7.211263e-001
3.298295203290153e-002	-1.317069e+000	-7.057257e-001
3.308060828290153e-002	-9.513102e-001	-6.676198e-001
3.314988084291341e-002	-6.910484e-001	-5.785393e-001
3.320692656034018e-002	-4.763620e-001	-4.286117e-001
3.323701575677202e-002	-3.630289e-001	-3.283454e-001
3.327458743920937e-002	-2.214487e-001	-2.004979e-001
3.333491531442238e-002	5.963928e-003	4.816995e-003
3.339399088637849e-002	2.286537e-001	2.058287e-001
3.346965755635147e-002	5.137040e-001	4.630677e-001
3.356731380635147e-002	8.809422e-001	7.944406e-001
3.366497005635147e-002	1.246986e+000	1.124756e+000
3.376262630635147e-002	1.611341e+000	1.453541e+000
3.395793880635147e-002	2.333007e+000	2.104747e+000
3.425090755635148e-002	3.390598e+000	3.059066e+000
3.454387630635148e-002	4.406871e+000	3.976096e+000
3.464153255635148e-002	4.734289e+000	4.271539e+000
3.473918880635148e-002	5.055291e+000	4.559110e+000
3.483684505635148e-002	5.369441e+000	4.789958e+000
3.493450130635149e-002	5.676315e+000	4.905591e+000
3.503215755635149e-002	5.975496e+000	4.939684e+000
3.522747005635149e-002	6.549170e+000	4.961010e+000
3.532512630635149e-002	6.822884e+000	4.967250e+000
3.542278255635149e-002	7.087352e+000	4.972153e+000
3.552043880635149e-002	7.342216e+000	4.976215e+000
3.571575130635150e-002	7.821758e+000	4.982633e+000
3.591106380635150e-002	8.258915e+000	4.987494e+000
3.610637630635150e-002	8.651316e+000	4.991293e+000
3.630168880635151e-002	8.996834e+000	4.994300e+000
3.649700130635151e-002	9.293597e+000	4.996678e+000
3.669231380635151e-002	9.539998e+000	4.998531e+000
3.688762630635151e-002	9.734701e+000	4.999927e+000
3.708293880635152e-002	9.876651e+000	5.000909e+000
3.727825130635152e-002	9.965077e+000	5.001507e+000
3.747356380635152e-002	9.999503e+000	5.001737e+000
3.766887630635152e-002	9.979741e+000	5.001605e+000
3.786418880635153e-002	9.905897e+000	5.001108e+000
3.805950130635153e-002	9.778373e+000	5.000232e+000
3.825481380635153e-002	9.597858e+000	4.998952e+000
3.845012630635154e-002	9.365332e+000	4.997230e+000
3.864543880635154e-002	9.082054e+000	4.995002e+000
3.884075130635154e-002	8.749560e+000	4.992178e+000
3.903606380635154e-002	8.369652e+000	4.988615e+000
3.923137630635155e-002	7.944387e+000	4.984076e+000
3.942668880635155e-002	7.476071e+000	4.978146e+000
3.952434505635155e-002	7.226553e+000	4.974426e+000
3.962200130635155e-002	6.967242e+000	4.969979e+000
3.971965755635155e-002	6.698488e+000	4.964499e+000
3.981731380635156e-002	6.420656e+000	4.957419e+000
4.001262630635156e-002	5.839277e+000	4.929818e+000
4.011028255635156e-002	5.536517e+000	4.863814e+000
4.020793880635156e-002	5.226254e+000	4.691943e+000
4.030559505635156e-002	4.908908e+000	4.429605e+000
4.040325130635156e-002	4.584909e+000	4.137287e+000
4.069622005635157e-002	3.577429e+000	3.228260e+000
4.098918880635157e-002	2.526355e+000	2.279904e+000
4.118450130635157e-002	1.807727e+000	1.631513e+000
4.128215755635158e-002	1.444494e+000	1.303785e+000
4.137981380635158e-002	1.079303e+000	9.742949e-001
4.147747005635158e-002	7.126498e-001	6.434924e-001
4.157512630635158e-002	3.450305e-001	3.118309e-001
4.167278255635158e-002	-2.305634e-002	-2.022602e-002
4.177043880635158e-002	-3.911120e-001	-3.422253e-001
4.186809505635158e-002	-7.586375e-001	-6.088502e-001
4.191529600269378e-002	-9.359387e-001	-6.750460e-001
4.197032360753718e-002	-1.142261e+000	-6.969680e-001
4.203537238940776e-002	-1.385516e+000	-7.106152e-001
4.212440661354800e-002	-1.717087e+000	-7.226567e-001
4.231971911354800e-002	-2.437154e+000	-7.383143e-001
4.261268786354801e-002	-3.491291e+000	-7.521067e-001
4.290565661354801e-002	-4.502883e+000	-7.613252e-001
4.319862536354802e-002	-5.459602e+000	-7.681634e-001
4.349159411354802e-002	-6.349791e+000	-7.735080e-001
4.378456286354802e-002	-7.162600e+000	-7.777892e-001
4.407753161354803e-002	-7.888126e+000	-7.812454e-001
4.437050036354803e-002	-8.517526e+000	-7.840194e-001
4.466346911354804e-002	-9.043132e+000	-7.862017e-001
4.495643786354804e-002	-9.458536e+000	-7.878507e-001
4.524940661354805e-002	-9.758679e+000	-7.890046e-001
4.554237536354805e-002	-9.939902e+000	-7.896869e-001
4.583534411354805e-002	-9.999997e+000	-7.899110e-001
4.612831286354806e-002	-9.938231e+000	-7.896808e-001
4.642128161354806e-002	-9.755358e+000	-7.889922e-001
4.671425036354807e-002	-9.453605e+000	-7.878318e-001
4.700721911354807e-002	-9.036650e+000	-7.861760e-001
4.730018786354807e-002	-8.509573e+000	-7.839862e-001
4.759315661354808e-002	-7.878798e+000	-7.812036e-001
4.788612536354808e-002	-7.152012e+000	-7.777375e-001
4.817909411354809e-002	-6.338071e+000	-7.734438e-001
4.847206286354809e-002	-5.446894e+000	-7.680826e-001
4.876503161354810e-002	-4.489341e+000	-7.612191e-001
4.905800036354810e-002	-3.477080e+000	-7.519544e-001
4.935096911354810e-002	-2.422448e+000	-7.379173e-001
4.954628161354811e-002	-1.702150e+000	-7.217764e-001
4.964393786354811e-002	-1.338295e+000	-7.069383e-001
4.974159411354811e-002	-9.726272e-001	-6.704044e-001
4.981556522528621e-002	-6.947426e-001	-5.796684e-001
4.987121115412897e-002	-4.853318e-001	-4.364497e-001
4.990207987983628e-002	-3.690663e-001	-3.337962e-001
4.994040724838175e-002	-2.246405e-001	-2.033794e-001
5.000041763116656e-002	1.574432e-003	8.545030e-004
5.005902442776419e-002	2.224985e-001	2.002723e-001
5.013585037029428e-002	5.119200e-001	4.614559e-001
5.023350662029429e-002	8.791627e-001	7.928348e-001
5.033116287029429e-002	1.245214e+000	1.123157e+000
5.042881912029429e-002	1.609578e+000	1.451950e+000
5.062413162029429e-002	2.331270e+000	2.103180e+000
5.091710037029430e-002	3.388917e+000	3.057550e+000
5.121006912029430e-002	4.405267e+000	3.974649e+000
5.130772537029430e-002	4.732715e+000	4.270119e+000
5.140538162029430e-002	5.053749e+000	4.557798e+000
5.150303787029430e-002	5.367934e+000	4.789050e+000
5.160069412029431e-002	5.674844e+000	4.905241e+000
5.169835037029431e-002	5.974064e+000	4.939615e+000
5.189366287029431e-002	6.547820e+000	4.960974e+000
5.199131912029431e-002	6.821578e+000	4.967222e+000
5.208897537029431e-002	7.086092e+000	4.972131e+000
5.218663162029431e-002	7.341002e+000	4.976197e+000
5.238194412029432e-002	7.820645e+000	4.982619e+000
5.257725662029432e-002	8.257908e+000	4.987484e+000
5.277256912029432e-002	8.650419e+000	4.991285e+000
5.296788162029432e-002	8.996054e+000	4.994294e+000
5.316319412029433e-002	9.292937e+000	4.996673e+000
5.335850662029433e-002	9.539462e+000	4.998527e+000
5.355381912029433e-002	9.734292e+000	4.999924e+000
5.374913162029434e-002	9.876370e+000	5.000907e+000
5.394444412029434e-002	9.964929e+000	5.001506e+000
5.413975662029434e-002	9.999485e+000	5.001737e+000
5.433506912029434e-002	9.979855e+000	5.001606e+000
5.453038162029435e-002	9.906141e+000	5.001110e+000
5.472569412029435e-002	9.778747e+000	5.000235e+000
5.492100662029435e-002	9.598359e+000	4.998956e+000
5.511631912029436e-002	9.365958e+000	4.997234e+000
5.531163162029436e-002	9.082802e+000	4.995008e+000
5.550694412029436e-002	8.750425e+000	4.992186e+000
5.570225662029436e-002	8.370629e+000	4.988624e+000
5.589756912029437e-002	7.945472e+000	4.984088e+000
5.609288162029437e-002	7.477257e+000	4.978163e+000
5.619053787029437e-002	7.227788e+000	4.974445e+000
5.628819412029437e-002	6.968523e+000	4.970003e+000
5.638585037029437e-002	6.699814e+000	4.964529e+000
5.648350662029437e-002	6.422026e+000	4.957458e+000
5.667881912029438e-002	5.840727e+000	4.929946e+000
5.677647537029438e-002	5.538004e+000	4.864313e+000
5.687413162029438e-002	5.227777e+000	4.693043e+000
5.697178787029438e-002	4.910464e+000	4.431008e+000
5.706944412029438e-002	4.586497e+000	4.138720e+000
5.736241287029439e-002	3.579098e+000	3.229765e+000
5.765538162029439e-002	2.528083e+000	2.281463e+000
5.785069412029439e-002	1.809484e+000	1.633098e+000
5.794835037029440e-002	1.446262e+000	1.305380e+000
5.804600662029440e-002	1.081079e+000	9.758972e-001
5.814366287029440e-002	7.144316e-001	6.451000e-001
5.824131912029440e-002	3.468159e-001	3.134416e-001
5.833897537029440e-002	-2.126996e-002	-1.861461e-002
5.843663162029440e-002	-3.893270e-001	-3.408615e-001
5.853428787029440e-002	-7.568563e-001	-6.082510e-001
5.858139651867929e-002	-9.338137e-001	-6.746961e-001
5.863640405002370e-002	-1.140065e+000	-6.967941e-001
5.870181383898600e-002	-1.384675e+000	-7.105795e-001
5.878978705719613e-002	-1.712310e+000	-7.225205e-001
5.898509955719613e-002	-2.432451e+000	-7.382348e-001
5.927806830719613e-002	-3.486747e+000	-7.520585e-001
5.957103705719614e-002	-4.498553e+000	-7.612908e-001
5.986400580719614e-002	-5.455539e+000	-7.681371e-001
6.015697455719615e-002	-6.346044e+000	-7.734871e-001
6.044994330719615e-002	-7.159215e+000	-7.777723e-001
6.074291205719615e-002	-7.885145e+000	-7.812318e-001
6.103588080719616e-002	-8.514984e+000	-7.840086e-001
6.132884955719616e-002	-9.041060e+000	-7.861933e-001
6.162181830719617e-002	-9.456962e+000	-7.878445e-001
6.191478705719617e-002	-9.757620e+000	-7.890005e-001
6.220775580719617e-002	-9.939370e+000	-7.896850e-001
6.250072455719617e-002	-1.000000e+001	-7.899110e-001
6.279369330719616e-002	-9.938768e+000	-7.896828e-001
6.308666205719614e-002	-9.756422e+000	-7.889962e-001
6.337963080719612e-002	-9.455184e+000	-7.878380e-001
6.367259955719611e-002	-9.038725e+000	-7.861843e-001
6.396556830719609e-002	-8.512118e+000	-7.839970e-001
6.425853705719607e-002	-7.881783e+000	-7.812172e-001
6.455150580719606e-002	-7.155400e+000	-7.777544e-001
6.484447455719604e-002	-6.341821e+000	-7.734648e-001
6.513744330719602e-002	-5.450960e+000	-7.681090e-001
6.543041205719601e-002	-4.493673e+000	-7.612536e-001
6.572338080719599e-002	-3.481626e+000	-7.520028e-001
6.601634955719597e-002	-2.427152e+000	-7.379974e-001
6.621166205719596e-002	-1.706928e+000	-7.219214e-001
6.630931830719596e-002	-1.343100e+000	-7.072039e-001
6.640697455719595e-002	-9.774530e-001	-6.709299e-001
6.648218550674649e-002	-6.949171e-001	-5.794245e-001
6.653771492630270e-002	-4.859452e-001	-4.369833e-001
6.656871476236628e-002	-3.691861e-001	-3.339041e-001
6.660718349486712e-002	-2.242275e-001	-2.030065e-001
6.666725587654213e-002	2.221269e-003	1.438406e-003
6.672598648580150e-002	2.236118e-001	2.012782e-001
6.680113738162843e-002	5.067255e-001	4.567703e-001
6.689879363162843e-002	8.739815e-001	7.881594e-001
6.699644988162842e-002	1.240053e+000	1.118500e+000
6.709410613162842e-002	1.604444e+000	1.447318e+000
6.728941863162841e-002	2.326212e+000	2.098615e+000
6.758238738162839e-002	3.384024e+000	3.053134e+000
6.787535613162837e-002	4.400598e+000	3.970435e+000
6.797301238162837e-002	4.728133e+000	4.265985e+000
6.807066863162836e-002	5.049260e+000	4.553972e+000
6.816832488162836e-002	5.363545e+000	4.786367e+000
6.826598113162835e-002	5.670561e+000	4.904193e+000
6.836363738162835e-002	5.969892e+000	4.939429e+000
6.855894988162833e-002	6.543888e+000	4.960869e+000
6.865660613162833e-002	6.817774e+000	4.967141e+000
6.875426238162832e-002	7.082421e+000	4.972067e+000
6.885191863162832e-002	7.337470e+000	4.976144e+000
6.904723113162831e-002	7.817403e+000	4.982580e+000
6.924254363162830e-002	8.254973e+000	4.987453e+000
6.943785613162828e-002	8.647809e+000	4.991261e+000
6.963316863162827e-002	8.993781e+000	4.994275e+000
6.982848113162826e-002	9.291016e+000	4.996658e+000
7.002379363162825e-002	9.537901e+000	4.998516e+000
7.021910613162824e-002	9.733100e+000	4.999915e+000
7.041441863162823e-002	9.875554e+000	5.000901e+000
7.060973113162822e-002	9.964492e+000	5.001503e+000
7.080504363162821e-002	9.999432e+000	5.001737e+000
7.100035613162820e-002	9.980183e+000	5.001608e+000
7.119566863162818e-002	9.906851e+000	5.001114e+000
7.139098113162817e-002	9.779833e+000	5.000242e+000
7.158629363162816e-002	9.599817e+000	4.998967e+000
7.178160613162815e-002	9.367780e+000	4.997248e+000
7.197691863162814e-002	9.084976e+000	4.995026e+000
7.217223113162813e-002	8.752941e+000	4.992208e+000
7.236754363162812e-002	8.373473e+000	4.988652e+000
7.256285613162811e-002	7.948629e+000	4.984125e+000
7.275816863162810e-002	7.480710e+000	4.978210e+000
7.285582488162809e-002	7.231381e+000	4.974503e+000
7.295348113162808e-002	6.972252e+000	4.970072e+000
7.305113738162808e-002	6.703675e+000	4.964616e+000
7.314879363162807e-002	6.426012e+000	4.957574e+000
7.334410613162806e-002	5.844948e+000	4.930312e+000
7.344176238162806e-002	5.542335e+000	4.865771e+000
7.353941863162805e-002	5.232210e+000	4.696259e+000
7.363707488162805e-002	4.914994e+000	4.435092e+000
7.373473113162804e-002	4.591118e+000	4.142889e+000
7.402769988162802e-002	3.583954e+000	3.234147e+000
7.432066863162801e-002	2.533115e+000	2.286004e+000
7.451598113162800e-002	1.814599e+000	1.637713e+000
7.461363738162799e-002	1.451408e+000	1.310023e+000
7.471129363162798e-002	1.086250e+000	9.805622e-001
7.480894988162798e-002	7.196195e-001	6.497805e-001
7.490660613162797e-002	3.520139e-001	3.181310e-001
7.500426238162797e-002	-1.606879e-002	-1.392290e-002
7.510191863162796e-002	-3.841297e-001	-3.368660e-001
7.519957488162796e-002	-7.516699e-001	-6.064988e-001
7.524638451691190e-002	-9.275127e-001	-6.736492e-001
7.530130002864703e-002	-1.133433e+000	-6.962658e-001
7.536768016242508e-002	-1.381687e+000	-7.104488e-001
7.545314814577182e-002	-1.700031e+000	-7.221689e-001
7.564846064577181e-002	-2.420362e+000	-7.380304e-001
7.594142939577180e-002	-3.475065e+000	-7.519345e-001
7.623439814577178e-002	-4.487420e+000	-7.612023e-001
7.652736689577176e-002	-5.445091e+000	-7.680693e-001
7.682033564577175e-002	-6.336408e+000	-7.734333e-001
7.711330439577173e-002	-7.150509e+000	-7.777289e-001
7.740627314577171e-002	-7.877474e+000	-7.811967e-001
7.769924189577170e-002	-8.508444e+000	-7.839807e-001
7.799221064577168e-002	-9.035728e+000	-7.861717e-001
7.828517939577166e-002	-9.452904e+000	-7.878287e-001
7.857814814577165e-002	-9.754885e+000	-7.889901e-001
7.887111689577163e-002	-9.937992e+000	-7.896798e-001
7.916408564577161e-002	-9.999995e+000	-7.899110e-001
7.945705439577160e-002	-9.940138e+000	-7.896879e-001
7.975002314577158e-002	-9.759149e+000	-7.890066e-001
8.004299189577156e-002	-9.459234e+000	-7.878538e-001
8.033596064577155e-002	-9.044049e+000	-7.862059e-001
8.062892939577153e-002	-8.518652e+000	-7.840248e-001
8.092189814577151e-002	-7.889447e+000	-7.812522e-001
8.121486689577150e-002	-7.164100e+000	-7.777977e-001
8.150783564577148e-002	-6.351451e+000	-7.735186e-001
8.180080439577146e-002	-5.461403e+000	-7.681767e-001
8.209377314577145e-002	-4.504802e+000	-7.613419e-001
8.238674189577143e-002	-3.493306e+000	-7.521266e-001
8.267971064577141e-002	-2.439239e+000	-7.382023e-001
8.287502314577140e-002	-1.719205e+000	-7.222905e-001
8.297267939577140e-002	-1.355448e+000	-7.078739e-001
8.307033564577139e-002	-9.898543e-001	-6.721408e-001
8.314894380326682e-002	-6.945724e-001	-5.781557e-001
8.320450042844177e-002	-4.854977e-001	-4.365834e-001
8.323584179168579e-002	-3.674517e-001	-3.323378e-001
8.327475073993340e-002	-2.208332e-001	-1.999416e-001
8.333497546113257e-002	6.190676e-003	5.021724e-003
8.339379694137267e-002	2.279227e-001	2.051678e-001
8.347134437689739e-002	5.200547e-001	4.687964e-001
8.356900062689739e-002	8.872764e-001	8.001567e-001
8.366665687689738e-002	1.253296e+000	1.130450e+000
8.376431312689738e-002	1.617617e+000	1.459204e+000
8.395962562689736e-002	2.339190e+000	2.110327e+000
8.425259437689735e-002	3.396580e+000	3.064464e+000
8.454556312689733e-002	4.412579e+000	3.981246e+000
8.464321937689733e-002	4.739889e+000	4.276593e+000
8.474087562689732e-002	5.060776e+000	4.563748e+000
8.483853187689731e-002	5.374805e+000	4.793164e+000
8.493618812689731e-002	5.681550e+000	4.906853e+000
8.503384437689730e-002	5.980594e+000	4.939942e+000
8.522915687689729e-002	6.553974e+000	4.961134e+000
8.532681312689729e-002	6.827532e+000	4.967348e+000
8.542446937689728e-002	7.091837e+000	4.972229e+000
8.552212562689728e-002	7.346531e+000	4.976280e+000
8.571743812689726e-002	7.825719e+000	4.982680e+000
