time	V(n001)
5.773652928398081e-002	1.621975e+001
5.783418553398081e-002	1.624424e+001
5.793184178398082e-002	1.627020e+001
5.802949803398082e-002	1.629589e+001
5.812715428398082e-002	1.631996e+001
5.822481053398082e-002	1.634152e+001
5.832246678398082e-002	1.636005e+001
5.842012303398082e-002	1.637532e+001
5.851777928398082e-002	1.638735e+001
5.861543553398083e-002	1.639633e+001
5.871309178398083e-002	1.640258e+001
5.881074803398083e-002	1.640652e+001
5.890840428398083e-002	1.640862e+001
5.900606053398083e-002	1.640933e+001
5.910371678398083e-002	1.640908e+001
5.918830607653730e-002	1.640836e+001
5.925318262698281e-002	1.640757e+001
5.931199727718832e-002	1.640675e+001
5.936661458229060e-002	1.640592e+001
5.941767541877172e-002	1.640511e+001
5.946576521269980e-002	1.640433e+001
5.951146377278555e-002	1.640357e+001
5.955969170133767e-002	1.640277e+001
5.960328510297186e-002	1.640203e+001
5.964542048169534e-002	1.640132e+001
5.968570092927601e-002	1.640064e+001
5.972482156605063e-002	1.639998e+001
5.976462004431998e-002	1.639930e+001
5.980660609603372e-002	1.639859e+001
5.985687880740962e-002	1.639774e+001
5.991409190432222e-002	1.639676e+001
5.998611096198540e-002	1.639554e+001
6.007840808904570e-002	1.639397e+001
6.017606433904570e-002	1.639231e+001
6.027372058904570e-002	1.639066e+001
6.037137683904571e-002	1.638900e+001
6.046903308904571e-002	1.638734e+001
6.056668933904571e-002	1.638568e+001
6.066434558904571e-002	1.638402e+001
6.076200183904571e-002	1.638236e+001
6.085965808904571e-002	1.638071e+001
6.095731433904571e-002	1.637905e+001
6.105497058904572e-002	1.637739e+001
6.115262683904572e-002	1.637573e+001
6.125028308904572e-002	1.637408e+001
6.144559558904572e-002	1.637076e+001
6.164090808904572e-002	1.636745e+001
6.193387683904573e-002	1.636248e+001
6.222684558904573e-002	1.635752e+001
6.251981433904573e-002	1.635255e+001
6.286858666047428e-002	1.634664e+001
6.321735898190284e-002	1.634073e+001
6.356613130333139e-002	1.633483e+001
6.391490362475993e-002	1.632893e+001
6.426367594618848e-002	1.632303e+001
6.461244826761704e-002	1.631713e+001
6.496122058904559e-002	1.631123e+001
6.540764916047413e-002	1.630369e+001
6.585407773190269e-002	1.629615e+001
6.630050630333123e-002	1.628861e+001
6.674693487475977e-002	1.628108e+001
6.719336344618831e-002	1.627354e+001
6.763979201761687e-002	1.626602e+001
6.808622058904541e-002	1.625850e+001
6.843499291047396e-002	1.625262e+001
6.878376523190252e-002	1.624675e+001
6.913253755333107e-002	1.624088e+001
6.948130987475962e-002	1.623501e+001
6.983008219618817e-002	1.622914e+001
7.017885451761673e-002	1.622328e+001
7.052762683904527e-002	1.621741e+001
7.076479201761669e-002	1.621343e+001
7.100195719618810e-002	1.620944e+001
7.123912237475952e-002	1.620546e+001
7.147628755333094e-002	1.620148e+001
7.171345273190236e-002	1.619750e+001
7.195061791047376e-002	1.619352e+001
7.218778308904518e-002	1.618954e+001
7.228543933904517e-002	1.618790e+001
7.238309558904517e-002	1.618626e+001
7.248075183904516e-002	1.618462e+001
7.257840808904516e-002	1.618299e+001
7.267606433904515e-002	1.618135e+001
7.277372058904515e-002	1.617971e+001
7.287137683904514e-002	1.617807e+001
7.296903308904514e-002	1.617644e+001
7.306668933904513e-002	1.617480e+001
7.316434558904512e-002	1.617316e+001
7.326200183904512e-002	1.617153e+001
7.335965808904511e-002	1.616989e+001
7.343129101006372e-002	1.616870e+001
7.347526804981135e-002	1.616797e+001
7.352379375339334e-002	1.616717e+001
7.356773303500119e-002	1.616645e+001
7.361362368537902e-002	1.616572e+001
7.366039806649044e-002	1.616500e+001
7.370887223026106e-002	1.616431e+001
7.375942867695938e-002	1.616368e+001
7.381243886643810e-002	1.616319e+001
7.386877461105219e-002	1.616296e+001
7.392956923196717e-002	1.616329e+001
7.399747971794400e-002	1.616480e+001
7.407845863696569e-002	1.616897e+001
7.417611488696568e-002	1.617823e+001
7.427377113696568e-002	1.619273e+001
7.437142738696567e-002	1.621242e+001
7.446908363696567e-002	1.623603e+001
7.456673988696566e-002	1.626171e+001
7.466439613696566e-002	1.628766e+001
7.476205238696565e-002	1.631237e+001
7.485970863696564e-002	1.633482e+001
7.495736488696564e-002	1.635437e+001
7.515267738696563e-002	1.638378e+001
7.525033363696562e-002	1.639372e+001
7.534798988696562e-002	1.640082e+001
7.544564613696561e-002	1.640546e+001
7.554330238696561e-002	1.640811e+001
7.564095863696560e-002	1.640922e+001
7.573861488696559e-002	1.640924e+001
7.583627113696559e-002	1.640855e+001
7.590337599589821e-002	1.640779e+001
7.596331394741376e-002	1.640697e+001
7.601903550282750e-002	1.640614e+001
7.607097863269735e-002	1.640532e+001
7.611980311667953e-002	1.640454e+001
7.616610580196613e-002	1.640377e+001
7.621509032639239e-002	1.640296e+001
7.625921245743578e-002	1.640222e+001
7.630179129457204e-002	1.640150e+001
7.634244930927883e-002	1.640081e+001
7.638187550303946e-002	1.640014e+001
7.642005212635072e-002	1.639950e+001
7.645735128916396e-002	1.639886e+001
7.649765646613782e-002	1.639818e+001
7.654116030302648e-002	1.639744e+001
7.659386208813730e-002	1.639655e+001
7.665557435949651e-002	1.639550e+001
7.673537468297907e-002	1.639414e+001
7.683303093297907e-002	1.639248e+001
7.693068718297906e-002	1.639082e+001
7.702834343297906e-002	1.638916e+001
7.712599968297905e-002	1.638751e+001
7.722365593297904e-002	1.638585e+001
7.732131218297904e-002	1.638419e+001
7.741896843297903e-002	1.638253e+001
7.751662468297903e-002	1.638087e+001
7.761428093297902e-002	1.637922e+001
7.771193718297902e-002	1.637756e+001
7.780959343297901e-002	1.637590e+001
7.790724968297901e-002	1.637424e+001
7.810256218297899e-002	1.637093e+001
7.829787468297898e-002	1.636762e+001
7.849318718297897e-002	1.636431e+001
7.878615593297896e-002	1.635934e+001
7.907912468297894e-002	1.635437e+001
7.941394611155035e-002	1.634870e+001
7.974876754012175e-002	1.634303e+001
8.008358896869317e-002	1.633736e+001
8.041841039726458e-002	1.633169e+001
8.075323182583599e-002	1.632602e+001
